<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
SPFB.RTS-12.18;1;27.09.2018;15:31:00;116730;116770;116710;116720;553
SPFB.RTS-12.18;1;27.09.2018;15:32:00;116720;116740;116700;116730;145
SPFB.RTS-12.18;1;27.09.2018;15:33:00;116740;116750;116700;116730;437
SPFB.RTS-12.18;1;27.09.2018;15:34:00;116730;116730;116620;116700;713
SPFB.RTS-12.18;1;27.09.2018;15:35:00;116690;116710;116660;116690;212
SPFB.RTS-12.18;1;27.09.2018;15:36:00;116700;116740;116700;116710;261
SPFB.RTS-12.18;1;27.09.2018;15:37:00;116700;116730;116700;116720;171
SPFB.RTS-12.18;1;27.09.2018;15:38:00;116730;116780;116710;116770;359
SPFB.RTS-12.18;1;27.09.2018;15:39:00;116750;116790;116740;116780;271
SPFB.RTS-12.18;1;27.09.2018;15:40:00;116780;116830;116780;116790;589
SPFB.RTS-12.18;1;27.09.2018;15:41:00;116780;116780;116740;116770;185
SPFB.RTS-12.18;1;27.09.2018;15:42:00;116740;116770;116720;116750;280
SPFB.RTS-12.18;1;27.09.2018;15:43:00;116750;116750;116700;116700;217
SPFB.RTS-12.18;1;27.09.2018;15:44:00;116700;116730;116680;116690;341
SPFB.RTS-12.18;1;27.09.2018;15:45:00;116690;116710;116640;116640;535
SPFB.RTS-12.18;1;27.09.2018;15:46:00;116640;116670;116610;116610;692
SPFB.RTS-12.18;1;27.09.2018;15:47:00;116620;116660;116560;116650;892
SPFB.RTS-12.18;1;27.09.2018;15:48:00;116640;116690;116640;116690;512
SPFB.RTS-12.18;1;27.09.2018;15:49:00;116690;116720;116680;116710;505
SPFB.RTS-12.18;1;27.09.2018;15:50:00;116700;116710;116650;116680;385
SPFB.RTS-12.18;1;27.09.2018;15:51:00;116680;116730;116670;116680;450
SPFB.RTS-12.18;1;27.09.2018;15:52:00;116680;116730;116670;116720;179
SPFB.RTS-12.18;1;27.09.2018;15:53:00;116720;116760;116670;116750;311
SPFB.RTS-12.18;1;27.09.2018;15:54:00;116750;116750;116710;116740;231
SPFB.RTS-12.18;1;27.09.2018;15:55:00;116750;116780;116730;116740;175
SPFB.RTS-12.18;1;27.09.2018;15:56:00;116750;116770;116710;116710;191
SPFB.RTS-12.18;1;27.09.2018;15:57:00;116710;116730;116680;116690;192
SPFB.RTS-12.18;1;27.09.2018;15:58:00;116690;116720;116660;116680;222
SPFB.RTS-12.18;1;27.09.2018;15:59:00;116680;116690;116630;116670;170
SPFB.RTS-12.18;1;27.09.2018;16:00:00;116650;116710;116650;116700;187
SPFB.RTS-12.18;1;27.09.2018;16:01:00;116700;116750;116670;116690;400
SPFB.RTS-12.18;1;27.09.2018;16:02:00;116690;116710;116660;116670;258
SPFB.RTS-12.18;1;27.09.2018;16:03:00;116680;116680;116600;116610;298
SPFB.RTS-12.18;1;27.09.2018;16:04:00;116620;116660;116600;116660;303
SPFB.RTS-12.18;1;27.09.2018;16:05:00;116650;116680;116620;116640;179
SPFB.RTS-12.18;1;27.09.2018;16:06:00;116640;116680;116640;116680;113
SPFB.RTS-12.18;1;27.09.2018;16:07:00;116680;116720;116670;116710;477
SPFB.RTS-12.18;1;27.09.2018;16:08:00;116710;116740;116700;116730;544
SPFB.RTS-12.18;1;27.09.2018;16:09:00;116720;116770;116700;116730;365
SPFB.RTS-12.18;1;27.09.2018;16:10:00;116720;116730;116680;116680;240
SPFB.RTS-12.18;1;27.09.2018;16:11:00;116680;116730;116680;116710;102
SPFB.RTS-12.18;1;27.09.2018;16:12:00;116720;116760;116700;116740;812
SPFB.RTS-12.18;1;27.09.2018;16:13:00;116740;116810;116710;116740;1218
SPFB.RTS-12.18;1;27.09.2018;16:14:00;116730;116780;116720;116760;864
SPFB.RTS-12.18;1;27.09.2018;16:15:00;116780;116830;116780;116820;653
SPFB.RTS-12.18;1;27.09.2018;16:16:00;116830;116850;116800;116830;618
SPFB.RTS-12.18;1;27.09.2018;16:17:00;116830;116850;116820;116830;688
SPFB.RTS-12.18;1;27.09.2018;16:18:00;116830;116850;116810;116840;310
SPFB.RTS-12.18;1;27.09.2018;16:19:00;116820;116840;116820;116830;145
SPFB.RTS-12.18;1;27.09.2018;16:20:00;116830;116900;116820;116880;764
SPFB.RTS-12.18;1;27.09.2018;16:21:00;116870;116930;116860;116930;1065
SPFB.RTS-12.18;1;27.09.2018;16:22:00;116910;116950;116890;116940;1228
SPFB.RTS-12.18;1;27.09.2018;16:23:00;116940;116950;116880;116880;1037
SPFB.RTS-12.18;1;27.09.2018;16:24:00;116880;116890;116840;116860;412
SPFB.RTS-12.18;1;27.09.2018;16:25:00;116860;116900;116860;116860;205
SPFB.RTS-12.18;1;27.09.2018;16:26:00;116860;116880;116850;116880;109
SPFB.RTS-12.18;1;27.09.2018;16:27:00;116860;116890;116860;116890;92
SPFB.RTS-12.18;1;27.09.2018;16:28:00;116890;116930;116870;116930;320
SPFB.RTS-12.18;1;27.09.2018;16:29:00;116930;116940;116880;116910;415
SPFB.RTS-12.18;1;27.09.2018;16:30:00;116920;116940;116900;116910;238
SPFB.RTS-12.18;1;27.09.2018;16:31:00;116920;116920;116810;116820;1251
SPFB.RTS-12.18;1;27.09.2018;16:32:00;116820;116830;116760;116760;1374
SPFB.RTS-12.18;1;27.09.2018;16:33:00;116770;116770;116620;116680;1589
SPFB.RTS-12.18;1;27.09.2018;16:34:00;116690;116720;116650;116660;577
SPFB.RTS-12.18;1;27.09.2018;16:35:00;116670;116710;116620;116680;777
SPFB.RTS-12.18;1;27.09.2018;16:36:00;116690;116720;116680;116700;550
SPFB.RTS-12.18;1;27.09.2018;16:37:00;116710;116710;116560;116580;1726
SPFB.RTS-12.18;1;27.09.2018;16:38:00;116590;116600;116560;116580;878
SPFB.RTS-12.18;1;27.09.2018;16:39:00;116570;116590;116450;116500;1730
SPFB.RTS-12.18;1;27.09.2018;16:40:00;116500;116570;116410;116470;2469
SPFB.RTS-12.18;1;27.09.2018;16:41:00;116460;116650;116450;116630;1581
SPFB.RTS-12.18;1;27.09.2018;16:42:00;116630;116650;116600;116640;529
SPFB.RTS-12.18;1;27.09.2018;16:43:00;116640;116670;116620;116660;683
SPFB.RTS-12.18;1;27.09.2018;16:44:00;116660;116740;116650;116710;894
SPFB.RTS-12.18;1;27.09.2018;16:45:00;116700;116720;116630;116670;622
SPFB.RTS-12.18;1;27.09.2018;16:46:00;116680;116730;116660;116720;680
SPFB.RTS-12.18;1;27.09.2018;16:47:00;116710;116740;116650;116740;589
SPFB.RTS-12.18;1;27.09.2018;16:48:00;116740;116770;116710;116730;654
SPFB.RTS-12.18;1;27.09.2018;16:49:00;116730;116730;116670;116680;547
SPFB.RTS-12.18;1;27.09.2018;16:50:00;116680;116700;116640;116670;912
SPFB.RTS-12.18;1;27.09.2018;16:51:00;116690;116700;116670;116690;447
SPFB.RTS-12.18;1;27.09.2018;16:52:00;116680;116690;116550;116560;1104
SPFB.RTS-12.18;1;27.09.2018;16:53:00;116560;116650;116550;116620;1099
SPFB.RTS-12.18;1;27.09.2018;16:54:00;116640;116670;116560;116670;1190
SPFB.RTS-12.18;1;27.09.2018;16:55:00;116670;116670;116610;116640;335
SPFB.RTS-12.18;1;27.09.2018;16:56:00;116640;116740;116640;116720;1374
SPFB.RTS-12.18;1;27.09.2018;16:57:00;116710;116780;116700;116740;623
SPFB.RTS-12.18;1;27.09.2018;16:58:00;116740;116750;116720;116730;150
SPFB.RTS-12.18;1;27.09.2018;16:59:00;116740;116780;116720;116770;524
SPFB.RTS-12.18;1;27.09.2018;17:00:00;116770;116780;116710;116710;469
SPFB.RTS-12.18;1;27.09.2018;17:01:00;116720;116820;116700;116780;1441
SPFB.RTS-12.18;1;27.09.2018;17:02:00;116770;116830;116760;116830;684
SPFB.RTS-12.18;1;27.09.2018;17:03:00;116820;116820;116750;116760;642
SPFB.RTS-12.18;1;27.09.2018;17:04:00;116760;116800;116750;116800;363
SPFB.RTS-12.18;1;27.09.2018;17:05:00;116780;116790;116670;116690;1017
SPFB.RTS-12.18;1;27.09.2018;17:06:00;116690;116720;116660;116710;310
SPFB.RTS-12.18;1;27.09.2018;17:07:00;116710;116710;116590;116590;405
SPFB.RTS-12.18;1;27.09.2018;17:08:00;116590;116640;116550;116630;1215
SPFB.RTS-12.18;1;27.09.2018;17:09:00;116630;116700;116620;116700;571
SPFB.RTS-12.18;1;27.09.2018;17:10:00;116690;116690;116650;116680;444
SPFB.RTS-12.18;1;27.09.2018;17:11:00;116680;116700;116650;116650;420
SPFB.RTS-12.18;1;27.09.2018;17:12:00;116650;116660;116560;116610;686
SPFB.RTS-12.18;1;27.09.2018;17:13:00;116610;116620;116550;116610;1082
SPFB.RTS-12.18;1;27.09.2018;17:14:00;116610;116620;116560;116570;337
SPFB.RTS-12.18;1;27.09.2018;17:15:00;116560;116580;116520;116540;641
SPFB.RTS-12.18;1;27.09.2018;17:16:00;116540;116610;116530;116590;673
SPFB.RTS-12.18;1;27.09.2018;17:17:00;116600;116610;116550;116550;744
SPFB.RTS-12.18;1;27.09.2018;17:18:00;116560;116610;116550;116570;235
SPFB.RTS-12.18;1;27.09.2018;17:19:00;116560;116560;116530;116550;426
SPFB.RTS-12.18;1;27.09.2018;17:20:00;116550;116580;116530;116550;312
SPFB.RTS-12.18;1;27.09.2018;17:21:00;116550;116660;116550;116630;753
SPFB.RTS-12.18;1;27.09.2018;17:22:00;116630;116670;116610;116640;699
SPFB.RTS-12.18;1;27.09.2018;17:23:00;116640;116650;116610;116630;304
SPFB.RTS-12.18;1;27.09.2018;17:24:00;116630;116650;116610;116640;284
SPFB.RTS-12.18;1;27.09.2018;17:25:00;116640;116690;116630;116690;430
SPFB.RTS-12.18;1;27.09.2018;17:26:00;116690;116760;116680;116720;1586
SPFB.RTS-12.18;1;27.09.2018;17:27:00;116730;116790;116720;116790;448
SPFB.RTS-12.18;1;27.09.2018;17:28:00;116790;116800;116760;116800;442
SPFB.RTS-12.18;1;27.09.2018;17:29:00;116800;116820;116760;116790;713
SPFB.RTS-12.18;1;27.09.2018;17:30:00;116800;116810;116750;116780;326
SPFB.RTS-12.18;1;27.09.2018;17:31:00;116790;116820;116760;116780;902
SPFB.RTS-12.18;1;27.09.2018;17:32:00;116770;116800;116750;116790;428
SPFB.RTS-12.18;1;27.09.2018;17:33:00;116790;116800;116750;116760;570
SPFB.RTS-12.18;1;27.09.2018;17:34:00;116750;116790;116750;116780;405
SPFB.RTS-12.18;1;27.09.2018;17:35:00;116780;116800;116760;116790;216
SPFB.RTS-12.18;1;27.09.2018;17:36:00;116800;116820;116780;116800;362
SPFB.RTS-12.18;1;27.09.2018;17:37:00;116790;116820;116690;116730;1015
SPFB.RTS-12.18;1;27.09.2018;17:38:00;116730;116790;116730;116780;386
SPFB.RTS-12.18;1;27.09.2018;17:39:00;116790;116810;116770;116790;250
SPFB.RTS-12.18;1;27.09.2018;17:40:00;116800;116800;116760;116790;218
SPFB.RTS-12.18;1;27.09.2018;17:41:00;116800;116810;116780;116800;249
SPFB.RTS-12.18;1;27.09.2018;17:42:00;116800;116800;116770;116800;286
SPFB.RTS-12.18;1;27.09.2018;17:43:00;116790;116870;116780;116860;885
SPFB.RTS-12.18;1;27.09.2018;17:44:00;116860;116870;116830;116830;360
SPFB.RTS-12.18;1;27.09.2018;17:45:00;116830;116880;116830;116860;351
SPFB.RTS-12.18;1;27.09.2018;17:46:00;116850;116870;116770;116770;891
SPFB.RTS-12.18;1;27.09.2018;17:47:00;116780;116800;116740;116740;462
SPFB.RTS-12.18;1;27.09.2018;17:48:00;116740;116790;116740;116780;341
SPFB.RTS-12.18;1;27.09.2018;17:49:00;116790;116800;116770;116800;280
SPFB.RTS-12.18;1;27.09.2018;17:50:00;116800;116810;116720;116780;871
SPFB.RTS-12.18;1;27.09.2018;17:51:00;116770;116820;116750;116820;382
SPFB.RTS-12.18;1;27.09.2018;17:52:00;116810;116810;116730;116750;422
SPFB.RTS-12.18;1;27.09.2018;17:53:00;116750;116800;116740;116740;232
SPFB.RTS-12.18;1;27.09.2018;17:54:00;116750;116800;116720;116790;294
SPFB.RTS-12.18;1;27.09.2018;17:55:00;116800;116800;116730;116760;214
SPFB.RTS-12.18;1;27.09.2018;17:56:00;116760;116800;116760;116790;467
SPFB.RTS-12.18;1;27.09.2018;17:57:00;116780;116840;116780;116820;444
SPFB.RTS-12.18;1;27.09.2018;17:58:00;116830;116890;116790;116800;837
SPFB.RTS-12.18;1;27.09.2018;17:59:00;116800;116810;116780;116790;500
SPFB.RTS-12.18;1;27.09.2018;18:00:00;116790;116810;116750;116760;780
SPFB.RTS-12.18;1;27.09.2018;18:01:00;116770;116790;116750;116790;414
SPFB.RTS-12.18;1;27.09.2018;18:02:00;116790;116810;116780;116800;259
SPFB.RTS-12.18;1;27.09.2018;18:03:00;116790;116810;116770;116780;264
SPFB.RTS-12.18;1;27.09.2018;18:04:00;116780;116800;116770;116770;81
SPFB.RTS-12.18;1;27.09.2018;18:05:00;116770;116800;116750;116800;494
SPFB.RTS-12.18;1;27.09.2018;18:06:00;116800;116810;116770;116780;410
SPFB.RTS-12.18;1;27.09.2018;18:07:00;116800;116800;116740;116740;843
SPFB.RTS-12.18;1;27.09.2018;18:08:00;116750;116790;116750;116780;254
SPFB.RTS-12.18;1;27.09.2018;18:09:00;116780;116800;116710;116720;329
SPFB.RTS-12.18;1;27.09.2018;18:10:00;116720;116780;116720;116760;505
SPFB.RTS-12.18;1;27.09.2018;18:11:00;116750;116800;116750;116770;1365
SPFB.RTS-12.18;1;27.09.2018;18:12:00;116770;116780;116710;116750;252
SPFB.RTS-12.18;1;27.09.2018;18:13:00;116760;116760;116710;116730;201
SPFB.RTS-12.18;1;27.09.2018;18:14:00;116710;116720;116690;116690;366
SPFB.RTS-12.18;1;27.09.2018;18:15:00;116700;116730;116660;116670;927
SPFB.RTS-12.18;1;27.09.2018;18:16:00;116670;116740;116660;116710;368
SPFB.RTS-12.18;1;27.09.2018;18:17:00;116710;116740;116680;116730;216
SPFB.RTS-12.18;1;27.09.2018;18:18:00;116740;116760;116740;116750;209
SPFB.RTS-12.18;1;27.09.2018;18:19:00;116750;116800;116750;116800;317
SPFB.RTS-12.18;1;27.09.2018;18:20:00;116790;116800;116750;116770;291
SPFB.RTS-12.18;1;27.09.2018;18:21:00;116770;116770;116720;116740;296
SPFB.RTS-12.18;1;27.09.2018;18:22:00;116750;116810;116730;116800;809
SPFB.RTS-12.18;1;27.09.2018;18:23:00;116790;116850;116780;116820;817
SPFB.RTS-12.18;1;27.09.2018;18:24:00;116810;116850;116800;116820;289
SPFB.RTS-12.18;1;27.09.2018;18:25:00;116820;116880;116820;116850;1032
SPFB.RTS-12.18;1;27.09.2018;18:26:00;116870;116890;116840;116840;560
SPFB.RTS-12.18;1;27.09.2018;18:27:00;116830;116860;116820;116850;709
SPFB.RTS-12.18;1;27.09.2018;18:28:00;116850;116870;116830;116850;448
SPFB.RTS-12.18;1;27.09.2018;18:29:00;116860;116890;116860;116870;204
SPFB.RTS-12.18;1;27.09.2018;18:30:00;116880;116920;116870;116910;1232
SPFB.RTS-12.18;1;27.09.2018;18:31:00;116890;116950;116870;116940;1492
SPFB.RTS-12.18;1;27.09.2018;18:32:00;116930;116980;116900;116960;1210
SPFB.RTS-12.18;1;27.09.2018;18:33:00;116950;116960;116910;116910;579
SPFB.RTS-12.18;1;27.09.2018;18:34:00;116920;116930;116890;116920;732
SPFB.RTS-12.18;1;27.09.2018;18:35:00;116920;116940;116880;116920;582
SPFB.RTS-12.18;1;27.09.2018;18:36:00;116910;116910;116800;116870;1603
SPFB.RTS-12.18;1;27.09.2018;18:37:00;116870;116870;116830;116830;316
SPFB.RTS-12.18;1;27.09.2018;18:38:00;116830;116950;116820;116930;1675
SPFB.RTS-12.18;1;27.09.2018;18:39:00;116940;116960;116920;116920;796
SPFB.RTS-12.18;1;27.09.2018;18:40:00;116930;116960;116900;116950;569
SPFB.RTS-12.18;1;27.09.2018;18:41:00;116950;116960;116900;116930;400
SPFB.RTS-12.18;1;27.09.2018;18:42:00;116940;116960;116840;116920;1217
SPFB.RTS-12.18;1;27.09.2018;18:43:00;116940;116980;116920;116980;460
SPFB.RTS-12.18;1;27.09.2018;18:44:00;116980;117100;116960;117040;2602
SPFB.RTS-12.18;1;27.09.2018;18:45:00;117040;117090;117020;117070;997
SPFB.RTS-12.18;1;27.09.2018;19:06:00;117130;117390;117060;117330;2686
SPFB.RTS-12.18;1;27.09.2018;19:07:00;117330;117430;117290;117330;2056
SPFB.RTS-12.18;1;27.09.2018;19:08:00;117350;117420;117350;117380;859
SPFB.RTS-12.18;1;27.09.2018;19:09:00;117370;117570;117370;117460;5178
SPFB.RTS-12.18;1;27.09.2018;19:10:00;117450;117460;117380;117400;1075
SPFB.RTS-12.18;1;27.09.2018;19:11:00;117410;117420;117350;117390;578
SPFB.RTS-12.18;1;27.09.2018;19:12:00;117390;117390;117290;117310;1193
SPFB.RTS-12.18;1;27.09.2018;19:13:00;117310;117350;117260;117350;872
SPFB.RTS-12.18;1;27.09.2018;19:14:00;117350;117430;117340;117430;456
SPFB.RTS-12.18;1;27.09.2018;19:15:00;117430;117440;117370;117390;428
SPFB.RTS-12.18;1;27.09.2018;19:16:00;117390;117440;117350;117350;446
SPFB.RTS-12.18;1;27.09.2018;19:17:00;117350;117390;117340;117370;217
SPFB.RTS-12.18;1;27.09.2018;19:18:00;117370;117440;117360;117380;305
SPFB.RTS-12.18;1;27.09.2018;19:19:00;117380;117440;117370;117430;119
SPFB.RTS-12.18;1;27.09.2018;19:20:00;117430;117670;117420;117560;1770
SPFB.RTS-12.18;1;27.09.2018;19:21:00;117570;117650;117510;117520;1738
SPFB.RTS-12.18;1;27.09.2018;19:22:00;117530;117530;117450;117460;1022
SPFB.RTS-12.18;1;27.09.2018;19:23:00;117450;117480;117420;117480;542
SPFB.RTS-12.18;1;27.09.2018;19:24:00;117480;117490;117440;117440;387
SPFB.RTS-12.18;1;27.09.2018;19:25:00;117450;117500;117370;117380;402
SPFB.RTS-12.18;1;27.09.2018;19:26:00;117400;117440;117370;117430;284
SPFB.RTS-12.18;1;27.09.2018;19:27:00;117430;117550;117430;117540;632
SPFB.RTS-12.18;1;27.09.2018;19:28:00;117540;117550;117500;117530;237
SPFB.RTS-12.18;1;27.09.2018;19:29:00;117530;117580;117490;117570;359
SPFB.RTS-12.18;1;27.09.2018;19:30:00;117570;117590;117530;117540;470
SPFB.RTS-12.18;1;27.09.2018;19:31:00;117560;117640;117540;117610;1379
SPFB.RTS-12.18;1;27.09.2018;19:32:00;117630;117710;117620;117650;1582
SPFB.RTS-12.18;1;27.09.2018;19:33:00;117630;117670;117620;117660;373
SPFB.RTS-12.18;1;27.09.2018;19:34:00;117650;117720;117630;117640;631
SPFB.RTS-12.18;1;27.09.2018;19:35:00;117630;117670;117610;117640;631
SPFB.RTS-12.18;1;27.09.2018;19:36:00;117630;117630;117610;117610;138
SPFB.RTS-12.18;1;27.09.2018;19:37:00;117610;117670;117610;117640;210
SPFB.RTS-12.18;1;27.09.2018;19:38:00;117640;117670;117630;117650;126
SPFB.RTS-12.18;1;27.09.2018;19:39:00;117640;117650;117610;117620;207
SPFB.RTS-12.18;1;27.09.2018;19:40:00;117620;117680;117620;117640;223
SPFB.RTS-12.18;1;27.09.2018;19:41:00;117640;117720;117640;117650;838
SPFB.RTS-12.18;1;27.09.2018;19:42:00;117650;117680;117610;117610;481
SPFB.RTS-12.18;1;27.09.2018;19:43:00;117610;117620;117540;117570;679
SPFB.RTS-12.18;1;27.09.2018;19:44:00;117570;117590;117570;117580;183
SPFB.RTS-12.18;1;27.09.2018;19:45:00;117580;117600;117560;117560;290
SPFB.RTS-12.18;1;27.09.2018;19:46:00;117560;117590;117550;117570;199
SPFB.RTS-12.18;1;27.09.2018;19:47:00;117570;117570;117530;117550;218
SPFB.RTS-12.18;1;27.09.2018;19:48:00;117550;117620;117550;117600;893
SPFB.RTS-12.18;1;27.09.2018;19:49:00;117620;117650;117550;117560;341
SPFB.RTS-12.18;1;27.09.2018;19:50:00;117570;117620;117550;117590;376
SPFB.RTS-12.18;1;27.09.2018;19:51:00;117600;117640;117600;117620;634
SPFB.RTS-12.18;1;27.09.2018;19:52:00;117610;117620;117590;117610;296
SPFB.RTS-12.18;1;27.09.2018;19:53:00;117610;117610;117540;117540;237
SPFB.RTS-12.18;1;27.09.2018;19:54:00;117540;117570;117530;117550;411
SPFB.RTS-12.18;1;27.09.2018;19:55:00;117560;117600;117550;117600;219
SPFB.RTS-12.18;1;27.09.2018;19:56:00;117590;117620;117560;117570;369
SPFB.RTS-12.18;1;27.09.2018;19:57:00;117580;117580;117540;117550;271
SPFB.RTS-12.18;1;27.09.2018;19:58:00;117560;117560;117490;117500;431
SPFB.RTS-12.18;1;27.09.2018;19:59:00;117510;117510;117460;117470;271
SPFB.RTS-12.18;1;27.09.2018;20:00:00;117490;117550;117460;117530;281
SPFB.RTS-12.18;1;27.09.2018;20:01:00;117530;117550;117480;117490;264
SPFB.RTS-12.18;1;27.09.2018;20:02:00;117500;117530;117470;117520;186
SPFB.RTS-12.18;1;27.09.2018;20:03:00;117530;117540;117510;117540;53
SPFB.RTS-12.18;1;27.09.2018;20:04:00;117550;117570;117530;117560;130
SPFB.RTS-12.18;1;27.09.2018;20:05:00;117550;117550;117450;117470;226
SPFB.RTS-12.18;1;27.09.2018;20:06:00;117490;117490;117410;117450;205
SPFB.RTS-12.18;1;27.09.2018;20:07:00;117440;117440;117380;117390;497
SPFB.RTS-12.18;1;27.09.2018;20:08:00;117390;117410;117370;117380;291
SPFB.RTS-12.18;1;27.09.2018;20:09:00;117380;117400;117370;117390;134
SPFB.RTS-12.18;1;27.09.2018;20:10:00;117390;117400;117380;117400;74
SPFB.RTS-12.18;1;27.09.2018;20:11:00;117400;117430;117390;117410;388
SPFB.RTS-12.18;1;27.09.2018;20:12:00;117410;117440;117400;117420;127
SPFB.RTS-12.18;1;27.09.2018;20:13:00;117440;117440;117370;117380;298
SPFB.RTS-12.18;1;27.09.2018;20:14:00;117370;117390;117340;117340;392
SPFB.RTS-12.18;1;27.09.2018;20:15:00;117360;117390;117340;117380;120
SPFB.RTS-12.18;1;27.09.2018;20:16:00;117370;117380;117330;117330;247
SPFB.RTS-12.18;1;27.09.2018;20:17:00;117340;117400;117330;117390;166
SPFB.RTS-12.18;1;27.09.2018;20:18:00;117390;117400;117370;117390;170
SPFB.RTS-12.18;1;27.09.2018;20:19:00;117380;117420;117370;117410;207
SPFB.RTS-12.18;1;27.09.2018;20:20:00;117410;117410;117380;117400;53
SPFB.RTS-12.18;1;27.09.2018;20:21:00;117380;117390;117370;117370;43
SPFB.RTS-12.18;1;27.09.2018;20:22:00;117360;117360;117280;117320;934
SPFB.RTS-12.18;1;27.09.2018;20:23:00;117320;117330;117300;117310;169
SPFB.RTS-12.18;1;27.09.2018;20:24:00;117320;117330;117300;117300;222
SPFB.RTS-12.18;1;27.09.2018;20:25:00;117300;117350;117280;117330;330
SPFB.RTS-12.18;1;27.09.2018;20:26:00;117320;117350;117270;117340;302
SPFB.RTS-12.18;1;27.09.2018;20:27:00;117350;117370;117340;117340;182
SPFB.RTS-12.18;1;27.09.2018;20:28:00;117350;117370;117340;117340;144
SPFB.RTS-12.18;1;27.09.2018;20:29:00;117360;117370;117300;117310;232
SPFB.RTS-12.18;1;27.09.2018;20:30:00;117310;117350;117310;117330;86
SPFB.RTS-12.18;1;27.09.2018;20:31:00;117330;117390;117320;117380;186
SPFB.RTS-12.18;1;27.09.2018;20:32:00;117380;117450;117370;117400;410
SPFB.RTS-12.18;1;27.09.2018;20:33:00;117400;117500;117400;117490;694
SPFB.RTS-12.18;1;27.09.2018;20:34:00;117500;117520;117480;117480;403
SPFB.RTS-12.18;1;27.09.2018;20:35:00;117490;117530;117480;117500;131
SPFB.RTS-12.18;1;27.09.2018;20:36:00;117480;117530;117470;117530;377
SPFB.RTS-12.18;1;27.09.2018;20:37:00;117530;117550;117500;117550;208
SPFB.RTS-12.18;1;27.09.2018;20:38:00;117550;117590;117530;117580;634
SPFB.RTS-12.18;1;27.09.2018;20:39:00;117570;117590;117510;117560;762
SPFB.RTS-12.18;1;27.09.2018;20:40:00;117550;117570;117470;117490;467
SPFB.RTS-12.18;1;27.09.2018;20:41:00;117500;117550;117480;117530;331
SPFB.RTS-12.18;1;27.09.2018;20:42:00;117520;117550;117480;117550;169
SPFB.RTS-12.18;1;27.09.2018;20:43:00;117540;117560;117400;117400;449
SPFB.RTS-12.18;1;27.09.2018;20:44:00;117400;117500;117400;117470;187
SPFB.RTS-12.18;1;27.09.2018;20:45:00;117480;117500;117470;117490;58
SPFB.RTS-12.18;1;27.09.2018;20:46:00;117490;117510;117450;117480;95
SPFB.RTS-12.18;1;27.09.2018;20:47:00;117490;117500;117430;117440;238
SPFB.RTS-12.18;1;27.09.2018;20:48:00;117440;117460;117440;117450;72
SPFB.RTS-12.18;1;27.09.2018;20:49:00;117460;117480;117440;117480;54
SPFB.RTS-12.18;1;27.09.2018;20:50:00;117480;117480;117450;117450;43
SPFB.RTS-12.18;1;27.09.2018;20:51:00;117450;117510;117440;117510;50
SPFB.RTS-12.18;1;27.09.2018;20:52:00;117510;117570;117510;117560;300
SPFB.RTS-12.18;1;27.09.2018;20:53:00;117560;117600;117540;117600;232
SPFB.RTS-12.18;1;27.09.2018;20:54:00;117590;117600;117550;117560;524
SPFB.RTS-12.18;1;27.09.2018;20:55:00;117560;117560;117490;117500;336
SPFB.RTS-12.18;1;27.09.2018;20:56:00;117490;117520;117480;117510;247
SPFB.RTS-12.18;1;27.09.2018;20:57:00;117500;117520;117490;117500;169
SPFB.RTS-12.18;1;27.09.2018;20:58:00;117510;117580;117510;117550;283
SPFB.RTS-12.18;1;27.09.2018;20:59:00;117560;117590;117540;117590;98
SPFB.RTS-12.18;1;27.09.2018;21:00:00;117560;117570;117490;117500;176
SPFB.RTS-12.18;1;27.09.2018;21:01:00;117510;117580;117510;117560;243
SPFB.RTS-12.18;1;27.09.2018;21:02:00;117560;117560;117500;117530;439
SPFB.RTS-12.18;1;27.09.2018;21:03:00;117530;117550;117520;117530;30
SPFB.RTS-12.18;1;27.09.2018;21:04:00;117530;117570;117520;117530;232
SPFB.RTS-12.18;1;27.09.2018;21:05:00;117530;117530;117480;117510;201
SPFB.RTS-12.18;1;27.09.2018;21:06:00;117500;117510;117450;117470;184
SPFB.RTS-12.18;1;27.09.2018;21:07:00;117450;117480;117450;117480;54
SPFB.RTS-12.18;1;27.09.2018;21:08:00;117460;117460;117430;117460;262
SPFB.RTS-12.18;1;27.09.2018;21:09:00;117450;117490;117440;117470;102
SPFB.RTS-12.18;1;27.09.2018;21:10:00;117480;117480;117450;117450;43
SPFB.RTS-12.18;1;27.09.2018;21:11:00;117460;117500;117440;117490;108
SPFB.RTS-12.18;1;27.09.2018;21:12:00;117490;117510;117470;117470;59
SPFB.RTS-12.18;1;27.09.2018;21:13:00;117460;117500;117450;117480;82
SPFB.RTS-12.18;1;27.09.2018;21:14:00;117480;117490;117470;117480;14
SPFB.RTS-12.18;1;27.09.2018;21:15:00;117490;117490;117470;117480;34
